Year,quarter,city1,city2,fare,carrier_lg,fare_lg,carrier_low,fare_low
2020,4,Los Angeles,"Reno, Nevada",129.32,WN,132.04,DL,123.16
2020,4,Los Angeles,Salt Lake City,154.71,DL,165.89,WN,130.13
2020,4,Los Angeles,"Tulsa, Oklahoma",189.44,AA,209.6,G4,97.74
2020,4,Los Angeles,"Savannah, Georgia",280.28,AA,250.68,AA,250.68
2020,4,Los Angeles,"Springfield, Missouri",170.02,G4,90.52,G4,90.52
2020,4,"Little Rock, Arkansas","Phoenix, Arizona",179.5,WN,170.09,WN,170.09
2020,4,"Little Rock, Arkansas",Los Angeles,219,AA,235.8,UA,195.36
2020,4,"Lexington, Kentucky",Miami,140.82,G4,83.61,G4,83.61
2020,4,"Louisville, Kentucky","Phoenix, Arizona",203.27,WN,193.98,UA,178.3
2020,4,"Louisville, Kentucky","Washington, DC (Metropolitan Area)",130.01,WN,117.22,WN,117.22
2020,4,"Louisville, Kentucky","Orlando, Florida",137.28,WN,130.45,WN,130.45
2020,4,"Louisville, Kentucky",New York City,183.48,UA,158.18,UA,158.18
2020,4,"Louisville, Kentucky",Miami,166.07,AA,179.81,G4,91.35
2020,4,"Louisville, Kentucky","Tampa, Florida",135.14,WN,145.71,G4,80.26
2020,4,Cincinnati,Dallas–Fort Worth metroplex,175.64,AA,174.47,AA,174.47
2020,4,Cincinnati,Denver,130.02,UA,142.15,F9,89.76
2020,4,Cincinnati,"Phoenix, Arizona",137.28,AA,135.03,G4,84.78
2020,4,Cincinnati,"Washington, DC (Metropolitan Area)",123.32,WN,107.71,WN,107.71
2020,4,Cincinnati,Houston,170.54,UA,175.44,WN,136.82
2020,4,Cincinnati,"Orlando, Florida",127.97,DL,158.9,F9,78.65
2020,4,Cincinnati,"Valparaiso, Florida",94.09,G4,84.77,G4,84.77
2020,4,Cincinnati,Minneapolis–Saint Paul,208.94,DL,220.37,UA,131.4
2020,4,Cincinnati,New York City,176.71,DL,193.45,UA,157.38
2020,4,Cincinnati,"Fort Myers, Florida",168.43,DL,211.01,F9,97.83
2020,4,Cincinnati,Las Vegas,133.07,DL,184.26,G4,83.67
2020,4,Cincinnati,San Francisco,210.75,DL,242.68,WN,178.52
2020,4,Cincinnati,Miami,140.03,DL,182.97,G4,92.76
2020,4,Cincinnati,Los Angeles,215.39,DL,280.05,G4,99.17
2020,4,Cincinnati,"Tampa, Florida",125.36,DL,165.01,G4,88.45
2020,4,Cincinnati,"Punta Gorda, Florida",97.62,G4,97.62,G4,97.62
2020,4,Cincinnati,Philadelphia,181.53,AA,176.81,AA,176.81
2020,4,Cincinnati,Salt Lake City,237.21,DL,247.72,F9,107.32
2020,4,Cincinnati,"Sarasota/Bradenton, FL",111.27,G4,96.74,G4,96.74
2020,4,"Sacramento, California",Seattle,135.07,AS,144.59,WN,118.06
2020,4,"Sacramento, California","Washington, DC (Metropolitan Area)",230.57,UA,230.35,AA,212.87
2020,4,"Sacramento, California",St. Louis,223.59,WN,223.08,AA,214.73
2020,4,"Sacramento, California","Spokane, Washington",153.41,WN,139.9,WN,139.9
2020,4,"Sacramento, California","Tampa, Florida",239.81,WN,238.25,UA,228.27
2020,4,"Sacramento, California",San Antonio,203.18,WN,198.01,UA,187.4
2020,4,"Sacramento, California",San Diego,138.97,WN,139.38,UA,130.26
2020,4,"Sacramento, California",Salt Lake City,160.27,DL,162.25,WN,146.69
2020,4,"Tampa, Florida","Washington, DC (Metropolitan Area)",146.77,WN,156,UA,133.22
2020,4,"Kansas City, Missouri","Phoenix, Arizona",194.12,WN,191.15,WN,191.15
2020,4,"Kansas City, Missouri",Seattle,190.46,AS,187.52,AA,184.9
2020,4,"Kansas City, Missouri","Nashville, Tennessee",133.25,WN,131.31,WN,131.31
2020,4,"Kansas City, Missouri","Washington, DC (Metropolitan Area)",168.88,WN,166.81,UA,160.31
2020,4,"Kansas City, Missouri","Orlando, Florida",156.74,WN,164.61,NK,85.44
2020,4,"Kansas City, Missouri",Minneapolis–Saint Paul,189.69,DL,198.18,UA,131.08
2020,4,"Kansas City, Missouri",New York City,199.59,UA,187.45,WN,180.63
2020,4,"Kansas City, Missouri",Las Vegas,158.65,WN,173.63,NK,93.78
2020,4,"Kansas City, Missouri",San Francisco,204.23,WN,199.73,WN,199.73
2020,4,"Kansas City, Missouri",Miami,194.78,WN,185.8,UA,148.82
2020,4,"Kansas City, Missouri",Los Angeles,172.88,WN,186.64,NK,96.02
2020,4,"Kansas City, Missouri","Sacramento, California",217.83,WN,221.37,UA,205.36
2020,4,"Kansas City, Missouri","Tampa, Florida",181.93,WN,180.07,WN,180.07
2020,4,"Kansas City, Missouri",San Antonio,186.55,WN,179.37,UA,174.08
2020,4,"Kansas City, Missouri",San Diego,200.2,WN,197.74,UA,187.8
2020,4,"Kansas City, Missouri","Portland, Oregon",184.75,AS,195.38,WN,174.08
2020,4,"Kansas City, Missouri",Philadelphia,212.04,AA,216.27,AA,216.27
2020,4,"Kansas City, Missouri","Raleigh/Durham, NC",171.8,WN,154.71,WN,154.71
2020,4,"Kansas City, Missouri",Salt Lake City,200.96,DL,212.36,WN,170.71
2020,4,San Antonio,Seattle,183.17,AS,189.45,AA,158.85
2020,4,San Antonio,"Washington, DC (Metropolitan Area)",205.96,WN,179.58,WN,179.58
2020,4,San Antonio,St. Louis,185.76,WN,198.97,AA,167.23
2020,4,San Antonio,San Francisco,189.12,WN,181.53,WN,181.53
2020,4,San Antonio,"Tampa, Florida",180.56,WN,175.83,UA,169.71
2020,4,San Antonio,San Diego,204.72,WN,222.36,UA,195.52
2020,4,"Memphis, Tennessee","Phoenix, Arizona",197.18,AA,203.27,WN,176.82
2020,4,"Memphis, Tennessee","Washington, DC (Metropolitan Area)",180.93,AA,182.62,WN,161.03
2020,4,"Memphis, Tennessee","Orlando, Florida",141.03,WN,124.99,WN,124.99
2020,4,"Memphis, Tennessee",New York City,218.56,DL,245.11,AA,198.14
2020,4,"Memphis, Tennessee",Miami,168.13,AA,189.3,G4,91.63
2020,4,"Memphis, Tennessee","Tampa, Florida",153.79,WN,146.63,G4,75.31
2020,4,"Medford, Oregon","Phoenix, Arizona",198.17,AA,202.53,AS,187.85
2020,4,"Minot, North Dakota","Phoenix, Arizona",113.08,G4,92.46,G4,92.46
2020,4,"Omaha, Nebraska","Phoenix, Arizona",179.67,WN,179.71,WN,179.71
2020,4,"Omaha, Nebraska",Seattle,157.99,AS,158.39,WN,147.73
2020,4,"Omaha, Nebraska","Washington, DC (Metropolitan Area)",189.82,WN,173.12,WN,173.12
2020,4,"Omaha, Nebraska","Orlando, Florida",155.28,WN,150.28,WN,150.28
2020,4,"Omaha, Nebraska","Tampa, Florida",174.63,WN,168.73,G4,117.36
2020,4,"Omaha, Nebraska",San Diego,188.27,WN,182.16,WN,182.16
2020,4,Milwaukee,"Phoenix, Arizona",188.77,WN,184.56,WN,184.56
2020,4,Milwaukee,Seattle,201.04,AS,192.95,AS,192.95
2020,4,Milwaukee,"Nashville, Tennessee",113.64,WN,111.8,UA,89.42
2020,4,Milwaukee,"Washington, DC (Metropolitan Area)",149.55,WN,136.97,WN,136.97
2020,4,Milwaukee,"Orlando, Florida",147.35,WN,151.99,F9,87.83
2020,4,Milwaukee,"Tampa, Florida",159.78,WN,162.43,AA,121.9
2020,4,New Orleans,"Phoenix, Arizona",174.5,WN,176.8,AA,169.18
2020,4,New Orleans,Seattle,174.3,AS,176.11,AA,159.51
2020,4,New Orleans,"Washington, DC (Metropolitan Area)",159.97,WN,150.73,WN,150.73
2020,4,New Orleans,St. Louis,156.29,WN,157.44,AA,143.98
2020,4,New Orleans,"Orlando, Florida",129.08,WN,136.19,NK,81.26
2020,4,New Orleans,New York City,182.27,UA,178.34,B6,157.19
2020,4,New Orleans,San Francisco,220.78,WN,210.68,WN,210.68
2020,4,New Orleans,"Sacramento, California",214.64,WN,207.76,WN,207.76
2020,4,New Orleans,"Tampa, Florida",131.16,WN,133.67,NK,79.95
2020,4,New Orleans,San Antonio,160.97,WN,153.74,WN,153.74
2020,4,New Orleans,San Diego,202.61,WN,196.77,WN,196.77
2020,4,New Orleans,Philadelphia,144.22,AA,144.64,F9,93.34
2020,4,New Orleans,"Raleigh/Durham, NC",157.22,AA,161.94,WN,141.22
2020,4,New Orleans,Salt Lake City,225.33,DL,242.63,WN,194.4
2020,4,San Diego,Seattle,145.13,AS,145.97,AS,145.97
2020,4,San Diego,"Washington, DC (Metropolitan Area)",225.01,UA,241.49,AA,210.13
2020,4,San Diego,St. Louis,195.85,WN,200.85,AA,196.99
2020,4,San Diego,"Spokane, Washington",149.16,AS,154.7,WN,132.25
2020,4,San Diego,San Francisco,122.82,WN,121.52,AS,119.54
2020,4,San Diego,"Tampa, Florida",218.16,AA,222.31,UA,206.54
2020,4,"Norfolk, Virginia","Phoenix, Arizona",230.29,AA,226.44,UA,196.6
2020,4,"Norfolk, Virginia",Seattle,247.8,AA,236.23,UA,203.65
2020,4,"Norfolk, Virginia","Orlando, Florida",138.36,WN,129.27,WN,129.27
2020,4,"Norfolk, Virginia",San Francisco,256.07,AA,262.26,WN,237.58
2020,4,"Norfolk, Virginia","Tampa, Florida",153.11,AA,177.33,G4,72.62
2020,4,"Norfolk, Virginia",San Diego,247.65,AA,236.28,UA,224.32
2020,4,"Pensacola, Florida","Washington, DC (Metropolitan Area)",198.13,AA,194.41,WN,170.32
2020,4,Oklahoma City,"Phoenix, Arizona",174.76,WN,165.61,WN,165.61
2020,4,Oklahoma City,Seattle,178.89,AS,200.6,AA,143.58
2020,4,Oklahoma City,"Washington, DC (Metropolitan Area)",195.92,WN,178.19,WN,178.19
2020,4,Oklahoma City,"Orlando, Florida",175.57,WN,155.59,WN,155.59
2020,4,Oklahoma City,Salt Lake City,208.92,DL,225.69,WN,174.15
2020,4,"Everett, Washington","Phoenix, Arizona",167.72,AS,168.11,UA,144.38
2020,4,"Portland, Oregon","Tucson, Arizona",178.37,AS,227.91,UA,111.99
2020,4,"Portland, Oregon",Seattle,153.14,AS,153.39,DL,151.38
2020,4,"Portland, Oregon","Washington, DC (Metropolitan Area)",235.5,UA,242.51,WN,220.55
2020,4,"Portland, Oregon",St. Louis,199.17,WN,202.67,UA,149.49
2020,4,"Portland, Oregon","Spokane, Washington",150.6,AS,149.3,AS,149.3
2020,4,"Portland, Oregon",San Francisco,132.11,AS,133.34,WN,126.16
2020,4,"Portland, Oregon","Sacramento, California",122.4,WN,120.22,WN,120.22
2020,4,"Portland, Oregon","Tampa, Florida",233.22,AA,215.61,WN,210.72
2020,4,"Portland, Oregon",San Antonio,174.85,AA,168.28,UA,159.01
2020,4,"Portland, Oregon",San Diego,144.15,AS,147.32,WN,126.12
2020,4,"Portland, Oregon","Reno, Nevada",120.95,AS,119.79,AS,119.79
2020,4,"Portland, Oregon",Salt Lake City,174.64,DL,181.76,AS,165.5
2020,4,"Punta Gorda, Florida","South Bend, Indiana",99.63,G4,99.63,G4,99.63
2020,4,"Punta Gorda, Florida","Toledo, Ohio",89.86,G4,89.86,G4,89.86
2020,4,Philadelphia,"Phoenix, Arizona",234.52,AA,240.14,WN,206.22
2020,4,Philadelphia,Seattle,229.75,AS,232.19,AA,229.37
2020,4,Philadelphia,St. Louis,167.99,AA,167.75,WN,161.6
2020,4,Philadelphia,San Francisco,260.63,AA,267.21,WN,236.78
2020,4,Philadelphia,"Sacramento, California",229.05,AA,243.91,UA,194.7
2020,4,Philadelphia,"Tampa, Florida",107.53,AA,107.07,F9,87.58
2020,4,Philadelphia,San Antonio,212.03,AA,211.1,WN,204.41
2020,4,Philadelphia,San Diego,249.72,AA,252.66,NK,97.45
2020,4,Philadelphia,"West Palm Beach, Florida",151.29,AA,153.57,B6,112.33
2020,4,Philadelphia,"Portland, Oregon",175.96,AA,170.44,AS,163.93
2020,4,Philadelphia,"Raleigh/Durham, NC",126.64,AA,128.65,F9,83.92
2020,4,Philadelphia,Salt Lake City,252.55,DL,277.07,AA,244.02
2020,4,Philadelphia,"Savannah, Georgia",148.82,AA,161.88,F9,72.48
2020,4,"Peoria, Illinois","Phoenix, Arizona",108.09,G4,99.32,G4,99.32
2020,4,"Peoria, Illinois","Punta Gorda, Florida",110.28,G4,110.28,G4,110.28
2020,4,"Tri-Cities, Washington","Phoenix, Arizona",140.88,G4,96.27,G4,96.27
2020,4,"Palm Springs, California",Seattle,164.55,AS,163.99,AS,163.99
2020,4,"Palm Springs, California",San Francisco,177.42,AS,192.62,WN,117.75
2020,4,"Palm Springs, California","Portland, Oregon",160.87,AS,159.8,WN,148.12
2020,4,"Portland, Maine","Washington, DC (Metropolitan Area)",124.43,WN,120.8,UA,115.36
2020,4,"Bend, Oregon","Phoenix, Arizona",152,AA,168.57,G4,79.8
2020,4,"Bend, Oregon",Los Angeles,163.98,AS,159.52,AS,159.52
2020,4,"Raleigh/Durham, NC",Seattle,211.48,AS,209.79,AS,209.79
2020,4,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",138.5,WN,130.89,WN,130.89
2020,4,"Raleigh/Durham, NC",St. Louis,135.58,WN,130.81,WN,130.81
2020,4,"Raleigh/Durham, NC",San Francisco,250.79,UA,254.17,WN,209.4
2020,4,"Raleigh/Durham, NC","Sacramento, California",231.01,DL,290.31,WN,199.68
2020,4,"Raleigh/Durham, NC","Tampa, Florida",158,DL,173.79,WN,139.85
2020,4,"Raleigh/Durham, NC",San Antonio,195.11,WN,170.82,WN,170.82
2020,4,"Raleigh/Durham, NC",San Diego,213.13,AA,208.45,WN,198.78
2020,4,"Raleigh/Durham, NC",Salt Lake City,234.37,DL,274.27,UA,172.88
2020,4,"Richmond, Virginia","Tampa, Florida",130.14,B6,108.38,G4,80.53
2020,4,"Reno, Nevada",Seattle,130.74,AS,131.03,WN,89.1
2020,4,"Reno, Nevada","Washington, DC (Metropolitan Area)",230.13,UA,241.32,WN,183.43
2020,4,"Reno, Nevada",San Diego,139.6,WN,142.93,UA,127.54
2020,4,"Reno, Nevada",Salt Lake City,182.31,DL,188,UA,141.52
2020,4,Salt Lake City,"Tucson, Arizona",211.26,DL,223.1,WN,153.87
2020,4,Salt Lake City,Seattle,189.82,DL,199.19,AS,183.78
2020,4,Salt Lake City,"Washington, DC (Metropolitan Area)",248.39,DL,288.35,WN,204.13
2020,4,Salt Lake City,St. Louis,205.43,DL,219.35,WN,183.91
2020,4,Salt Lake City,"Spokane, Washington",177.97,DL,180.34,WN,144.8
2020,4,Salt Lake City,San Francisco,156.87,DL,167.39,WN,137.01
2020,4,Salt Lake City,"Tampa, Florida",246.35,DL,265.53,WN,206.76
2020,4,Salt Lake City,San Antonio,223.52,DL,245.93,WN,192.17
2020,4,Salt Lake City,San Diego,154.21,DL,161.79,WN,134.72
2020,4,"Savannah, Georgia","Washington, DC (Metropolitan Area)",186.65,AA,178.01,G4,80.92
2020,4,"Santa Barbara, California",Seattle,164.1,AS,168.12,UA,132.28
2020,4,"South Bend, Indiana","Tampa, Florida",106.98,G4,87.53,G4,87.53
2020,4,"Springfield, Missouri","Tampa, Florida",112.4,G4,84.62,G4,84.62
2020,4,"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",153.91,UA,155.63,G4,83.24
2020,4,"Syracuse, New York","Tampa, Florida",121.91,G4,80.21,G4,80.21
2020,4,"Knoxville, Tennessee",Las Vegas,144.13,G4,93.59,G4,93.59
2020,4,"Knoxville, Tennessee",Miami,135.14,G4,90.48,G4,90.48
2020,4,"Knoxville, Tennessee",Los Angeles,275.72,AA,256.34,AA,256.34
2020,4,"Knoxville, Tennessee","Tampa, Florida",117.65,G4,84.32,G4,84.32
2020,4,"Knoxville, Tennessee","Sanford, Florida",82.26,G4,82.26,G4,82.26
2020,3,"Albuquerque, New Mexico",Dallas–Fort Worth metroplex,140.29,WN,126.67,WN,126.67
2020,3,"Albuquerque, New Mexico",Denver,122.7,WN,121.02,WN,121.02
2020,3,"Albuquerque, New Mexico","Phoenix, Arizona",124.63,WN,123.99,WN,123.99
2020,3,"Albuquerque, New Mexico",Seattle,134.37,AS,129.1,WN,127.94
2020,3,"Albuquerque, New Mexico","Washington, DC (Metropolitan Area)",188.62,WN,175.56,WN,175.56
2020,3,"Albuquerque, New Mexico",Chicago,163.64,WN,146.63,WN,146.63
2020,3,"Albuquerque, New Mexico",Houston,157.75,UA,168.41,WN,143.27
2020,3,"Albuquerque, New Mexico",New York City,180.14,AA,172.47,WN,149.97
2020,3,"Albuquerque, New Mexico",Las Vegas,117.56,WN,118.26,G4,79.18
2020,3,"Albuquerque, New Mexico",San Francisco,155.33,WN,143.51,WN,143.51
2020,3,"Albuquerque, New Mexico",Los Angeles,144.87,WN,130.76,WN,130.76
2020,3,"Albuquerque, New Mexico","Portland, Oregon",133.14,WN,122.59,WN,122.59
2020,3,Nantucket,"Washington, DC (Metropolitan Area)",181.55,AA,178.21,B6,163.22
2020,3,Nantucket,New York City,204.66,B6,218.41,AA,166.79
2020,3,"Colorado Springs, Colorado",Dallas–Fort Worth metroplex,185.69,AA,184.15,AA,184.15
2020,3,Dallas–Fort Worth metroplex,Pittsburgh,190.19,AA,197.03,WN,169.08
2020,3,Dallas–Fort Worth metroplex,Denver,126.56,AA,128.79,AA,128.79
2020,3,Dallas–Fort Worth metroplex,"Tucson, Arizona",194.25,AA,200.93,WN,159.61
2020,3,Dallas–Fort Worth metroplex,"Phoenix, Arizona",161.77,AA,174.97,WN,152.92
2020,3,Dallas–Fort Worth metroplex,Seattle,174.25,AS,167.12,AS,167.12
2020,3,Dallas–Fort Worth metroplex,"El Paso, Texas",163.65,WN,141.39,WN,141.39
2020,3,Dallas–Fort Worth metroplex,"Nashville, Tennessee",143.64,WN,133.13,WN,133.13
2020,3,Dallas–Fort Worth metroplex,"Washington, DC (Metropolitan Area)",169.9,AA,182.38,WN,150.08
2020,3,Dallas–Fort Worth metroplex,St. Louis,138.73,WN,129.07,WN,129.07
2020,3,Dallas–Fort Worth metroplex,"Jacksonville, Florida",191.07,AA,202.17,WN,147.98
2020,3,Dallas–Fort Worth metroplex,"Dayton, Ohio",165.77,AA,165.26,AA,165.26
2020,3,Dallas–Fort Worth metroplex,Detroit,132.34,AA,122.99,AA,122.99
2020,3,Dallas–Fort Worth metroplex,"Des Moines, Iowa",191.35,AA,208.84,WN,150.99
2020,3,Dallas–Fort Worth metroplex,Houston,145.02,WN,138.33,WN,138.33
2020,3,Dallas–Fort Worth metroplex,"Orlando, Florida",132.3,AA,140.64,WN,123.74
2020,3,Dallas–Fort Worth metroplex,"Panama City, Florida",149.34,WN,136.32,WN,136.32
2020,3,Dallas–Fort Worth metroplex,"Valparaiso, Florida",201.52,AA,202.49,UA,137.57
2020,3,Dallas–Fort Worth metroplex,"Fresno, California",244.37,AA,248.7,F9,104.07
2020,3,Dallas–Fort Worth metroplex,"Kalispell, Montana",228.92,AA,275.43,DL,137.19
2020,3,Dallas–Fort Worth metroplex,Minneapolis–Saint Paul,137.77,AA,135.11,AA,135.11
2020,3,Dallas–Fort Worth metroplex,New York City,146.09,AA,153.4,WN,113.9
2020,3,Dallas–Fort Worth metroplex,"Fort Myers, Florida",214.4,AA,221.1,WN,169.95
2020,3,Dallas–Fort Worth metroplex,"Greenville/Spartanburg, SC",217.53,AA,237.63,WN,168.8
2020,3,Dallas–Fort Worth metroplex,"Spokane, Washington",217.63,AA,249.76,AS,174.89
2020,3,Dallas–Fort Worth metroplex,"Grand Rapids, Michigan",202.72,AA,210.59,WN,163.61
2020,3,Dallas–Fort Worth metroplex,"Greensboro/High Point, NC",216.25,AA,221.52,DL,169.61
2020,3,Dallas–Fort Worth metroplex,"Harlingen, Texas",146.52,WN,136.44,WN,136.44
2020,3,Dallas–Fort Worth metroplex,Las Vegas,144.72,AA,158.87,NK,102.36
2020,3,Dallas–Fort Worth metroplex,Indianapolis,169.92,AA,176.96,WN,147.41
2020,3,Dallas–Fort Worth metroplex,"Jackson, Wyoming",305.13,AA,312.07,DL,218.31
2020,3,Dallas–Fort Worth metroplex,San Francisco,177.85,AA,190.47,WN,161.64
2020,3,Dallas–Fort Worth metroplex,Miami,158.14,AA,165.15,WN,145.15
2020,3,Dallas–Fort Worth metroplex,Los Angeles,161.52,AA,169.98,WN,151.8
2020,3,Dallas–Fort Worth metroplex,"Little Rock, Arkansas",141.67,AA,156.89,WN,120.87
2020,3,Dallas–Fort Worth metroplex,"Lubbock, Texas",135.72,WN,120.44,WN,120.44
2020,3,Dallas–Fort Worth metroplex,"Louisville, Kentucky",150.14,AA,151.84,WN,128.99
2020,3,Dallas–Fort Worth metroplex,"Midland/Odessa, TX",146.34,WN,135.13,WN,135.13
2020,3,Dallas–Fort Worth metroplex,"Sacramento, California",202.92,AA,227.68,WN,172.68
2020,3,Dallas–Fort Worth metroplex,"Tampa, Florida",155.48,AA,185.23,NK,80.62
2020,3,Dallas–Fort Worth metroplex,"Kansas City, Missouri",131.17,WN,125.17,WN,125.17
2020,3,Dallas–Fort Worth metroplex,San Antonio,148.78,WN,135.71,WN,135.71
2020,3,Dallas–Fort Worth metroplex,"Memphis, Tennessee",135.73,AA,141.63,WN,114.99
2020,3,Dallas–Fort Worth metroplex,"Omaha, Nebraska",142,AA,151.71,WN,122.26
2020,3,Dallas–Fort Worth metroplex,Milwaukee,165.9,AA,169.74,WN,146.41
2020,3,Dallas–Fort Worth metroplex,New Orleans,123.99,WN,114.98,WN,114.98
2020,3,Dallas–Fort Worth metroplex,San Diego,172.47,AA,194.3,WN,159.64
2020,3,Dallas–Fort Worth metroplex,"Norfolk, Virginia",213.97,AA,220.35,WN,189.02
2020,3,Dallas–Fort Worth metroplex,"Pensacola, Florida",147.47,AA,161.09,WN,127.06
2020,3,Dallas–Fort Worth metroplex,"West Palm Beach, Florida",238.46,AA,240.03,WN,151.7
2020,3,Dallas–Fort Worth metroplex,"Portland, Oregon",193.43,AA,206.53,AS,170.77
2020,3,Dallas–Fort Worth metroplex,Philadelphia,177.8,AA,183.97,NK,97.43
2020,3,Dallas–Fort Worth metroplex,"Portland, Maine",126.29,AA,125,WN,107.54
2020,3,Dallas–Fort Worth metroplex,"Raleigh/Durham, NC",191.65,AA,202.54,WN,156.5
2020,3,Dallas–Fort Worth metroplex,"Richmond, Virginia",224.86,AA,230.47,WN,199.85
2020,3,Dallas–Fort Worth metroplex,"Reno, Nevada",238.9,AA,249.21,WN,194.54
2020,3,Dallas–Fort Worth metroplex,Salt Lake City,175.03,AA,179.7,WN,146.75
2020,3,Dallas–Fort Worth metroplex,"Tulsa, Oklahoma",138.25,AA,148.65,WN,122.4
2020,3,Dallas–Fort Worth metroplex,"Savannah, Georgia",223.18,AA,221.28,AA,221.28
2020,3,Dallas–Fort Worth metroplex,"Traverse City, Michigan",202.7,AA,204.46,UA,152
2020,3,Dallas–Fort Worth metroplex,"Knoxville, Tennessee",230.42,AA,230.87,UA,190.22
2020,3,Pittsburgh,Seattle,176.54,AS,174.17,AA,153.34
2020,3,Pittsburgh,San Francisco,229.55,WN,194.21,WN,194.21
2020,3,Pittsburgh,"Tampa, Florida",134.59,WN,137.6,G4,79.79
2020,3,Pittsburgh,San Diego,193.12,AA,201.85,WN,166.9
2020,3,Pittsburgh,Salt Lake City,242.59,DL,283.04,WN,204.1
2020,3,"Huntsville, Alabama","Washington, DC (Metropolitan Area)",195.25,AA,185.11,UA,180.21
2020,3,"Albany, New York",Denver,161.93,WN,167.01,F9,91.41
2020,3,"Albany, New York",Chicago,141.77,WN,112.8,WN,112.8
2020,3,"Albany, New York","Orlando, Florida",122.48,B6,98.58,B6,98.58
2020,3,"Amarillo, Texas",Dallas–Fort Worth metroplex,132,WN,120.14,WN,120.14
2020,3,"Amarillo, Texas",Houston,144.98,WN,143.84,UA,135.78
2020,3,Denver,Pittsburgh,153.74,WN,154.74,WN,154.74
2020,3,Denver,"Tucson, Arizona",130.7,WN,122.1,WN,122.1
2020,3,Denver,"Phoenix, Arizona",117.99,WN,120.87,AA,105.86
2020,3,Denver,"Hartford, Connecticut",167.36,WN,175.6,F9,102.05
2020,3,Denver,Seattle,124.44,AS,121.77,WN,116.64
2020,3,Denver,"El Paso, Texas",128.53,UA,134.99,F9,93.55
2020,3,Denver,"Nashville, Tennessee",144.34,WN,145.45,F9,89.05
2020,3,Denver,"Washington, DC (Metropolitan Area)",155.55,WN,148.09,WN,148.09
2020,3,Denver,St. Louis,138.88,WN,140.5,WN,140.5
2020,3,Denver,"Jacksonville, Florida",173.67,WN,160.21,WN,160.21
2020,3,Denver,Detroit,150.16,DL,179.27,NK,83.46
2020,3,Denver,"Des Moines, Iowa",132.71,UA,154.13,F9,82.35
2020,3,Denver,Houston,145.61,UA,167.12,WN,138.61
2020,3,Denver,"Orlando, Florida",147.01,WN,147.15,F9,99.42
2020,3,Denver,"Panama City, Florida",172.15,WN,156.79,WN,156.79
2020,3,Denver,"Fargo, North Dakota",159.12,UA,201.96,F9,78.15
2020,3,Denver,"Fresno, California",174.72,UA,220.24,F9,91.03
2020,3,Denver,"Kalispell, Montana",223.5,UA,224.37,DL,194.81
2020,3,Denver,Minneapolis–Saint Paul,111.83,WN,102.16,SY,79.79
2020,3,Denver,New York City,168.27,UA,174.31,WN,140.11
2020,3,Denver,"Fort Myers, Florida",158.03,F9,100,F9,100
2020,3,Denver,"Sioux Falls, South Dakota",149.78,UA,164.92,F9,80.61
2020,3,Denver,"Spokane, Washington",140.06,WN,133.3,WN,133.3
2020,3,Denver,"Grand Rapids, Michigan",146.15,WN,131.17,F9,90.34
2020,3,Denver,Las Vegas,112.46,WN,111.37,F9,98.26
2020,3,Denver,Indianapolis,138.34,WN,137.17,WN,137.17
2020,3,Denver,San Francisco,147.87,WN,135.05,WN,135.05
2020,3,Denver,Miami,160.68,AA,164.52,NK,104.29
2020,3,Denver,Los Angeles,127.99,WN,129.85,DL,119.01
2020,3,Denver,"Little Rock, Arkansas",150.15,UA,194.47,F9,83.6
2020,3,Denver,"Louisville, Kentucky",152.98,WN,154.71,F9,84.59
2020,3,Denver,"Sacramento, California",147.63,WN,143.58,WN,143.58
2020,3,Denver,"Tampa, Florida",162.38,WN,167.12,F9,95.51
2020,3,Denver,"Kansas City, Missouri",128.28,WN,131.44,WN,131.44
2020,3,Denver,San Antonio,144.15,WN,144.38,F9,92.26
2020,3,Denver,"Memphis, Tennessee",145.14,WN,141.47,F9,92.38
2020,3,Denver,"Omaha, Nebraska",115.86,WN,112.5,WN,112.5
2020,3,Denver,Milwaukee,132.77,WN,130.35,WN,130.35
2020,3,Denver,"Madison, Wisconsin",131.57,UA,147.7,F9,77.71
2020,3,Denver,"Missoula, Montana",156.34,UA,190.74,F9,73.02
2020,3,Denver,New Orleans,148.77,WN,155.82,F9,96.39
2020,3,Denver,San Diego,143.89,WN,149.88,F9,92.82
2020,3,Denver,"Norfolk, Virginia",172.5,F9,102.25,F9,102.25
2020,3,Denver,"Pensacola, Florida",128.26,F9,94.92,F9,94.92
2020,3,Denver,Oklahoma City,132.58,WN,125.24,WN,125.24
2020,3,Denver,"Portland, Oregon",139.17,WN,146.38,F9,85.05
2020,3,Denver,Philadelphia,135.99,WN,136.67,UA,132.39
2020,3,Denver,"Portland, Maine",191.73,UA,230.37,WN,156.76
2020,3,Denver,"Raleigh/Durham, NC",158.11,WN,158.4,F9,93.36
2020,3,Denver,"Richmond, Virginia",195.77,UA,216.95,WN,156.2
2020,3,Denver,"Reno, Nevada",155.44,WN,145.51,WN,145.51
2020,3,Denver,Salt Lake City,124.07,DL,126.24,F9,83.43
2020,3,Denver,"Tulsa, Oklahoma",129.1,WN,126.05,WN,126.05
2020,3,Denver,"Syracuse, New York",159.51,F9,97.5,F9,97.5
2020,3,Denver,"Knoxville, Tennessee",137.95,F9,92.98,G4,80.38
